Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_450.jpg;0;0;0;0.7930237;112.7046;97.17532;0.09477127;33.2284;359.9461
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_500.jpg;0;0.051395;0;0.7913081;112.7309;97.19253;0.09004114;33.22945;359.9561
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_549.jpg;0;0.1993359;0;0.7950773;112.7711;97.21884;0.1027666;33.28352;359.9705
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_600.jpg;0;0.1486405;0;0.7953602;112.7979;97.23643;0.1101164;33.2944;359.9805
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_651.jpg;0;0;0;0.7998551;112.8381;97.26276;0.1171868;33.20753;-0.005314392
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_700.jpg;0;0;0;0.7997602;112.8649;97.2803;0.120752;33.20348;0.002625306
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_750.jpg;0;0.09849001;0;0.7899611;112.9049;97.30647;0.1184532;33.19869;0.01350159
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_801.jpg;0;0.1488515;0;0.7941849;112.9316;97.32399;0.1185908;33.18949;0.02005088
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_850.jpg;0;0;0;0.8060827;112.9724;97.35059;0.1308879;33.16037;0.02854928
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_900.jpg;0;0;0;0.8004676;112.9991;97.36805;0.1255428;33.16224;0.03313016
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_44_951.jpg;0;0;0;0.7978745;113.0389;97.39408;0.1104435;33.16247;0.03890584
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_000.jpg;-1.474185;0;0;0.7961443;113.0655;97.41123;0.09621306;33.1421;0.03884586
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_050.jpg;-3.74225;0;0;0.7932572;113.1054;97.43616;0.06914255;32.9886;0.02082978
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_100.jpg;-4.492464;0;0;0.791192;113.1322;97.45232;0.04788385;32.82409;3.068917E-05
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_150.jpg;-2.248567;0;0;0.7886767;113.1721;97.47672;0.0137436;32.63694;359.9773
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_200.jpg;-0.01201473;0.1491035;0;0.7776275;113.1983;97.49327;359.9891;32.5395;359.9728
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_249.jpg;-0.7668381;0.09777097;0;0.7935579;113.2378;97.51836;359.9608;32.52825;359.97
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_300.jpg;-3.003759;0;0;0.7929329;113.2647;97.53492;359.9513;32.4979;359.9587
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_348.jpg;-3.714179;0;0;0.7909923;113.3052;97.5591;359.9354;32.28564;359.9295
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_399.jpg;-1.464367;0;0;0.7893377;113.332;97.57539;359.924;32.1853;359.9179
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_448.jpg;0;0.0514032;0;0.7867836;113.3715;97.60011;359.8991;32.14848;359.917
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_499.jpg;0;0.2001482;0;0.7946179;113.398;97.61679;359.891;32.09062;359.9188
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_548.jpg;0;0.1517226;0;0.8042729;113.4387;97.64228;359.9023;32.00488;359.9214
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_599.jpg;0;0.001591783;0;0.7920096;113.4659;97.65929;359.9119;32.0272;359.9231
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_649.jpg;0;0;0;0.7953131;113.5065;97.6847;359.9227;32.03426;359.9271
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_699.jpg;0;0.1428522;0;0.7860373;113.5335;97.70163;359.9297;32.02989;359.9304
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_748.jpg;0;0.09639022;0;0.8011605;113.5745;97.72723;359.9502;32.00745;359.9357
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_800.jpg;0;0;0;0.801928;113.6018;97.74435;359.9651;32.05851;359.9397
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_848.jpg;0;0;0;0.7973129;113.6426;97.76987;359.9797;32.06094;359.9471
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_898.jpg;0;0.05207821;0;0.7955568;113.6694;97.78669;359.9802;32.06133;359.9523
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_948.jpg;0;0.2003664;0;0.7922014;113.7104;97.81236;0.0001902348;32.04028;359.9604
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_45_998.jpg;0;0.05072001;0;0.801503;113.7378;97.82949;0.01394278;32.15471;359.9655
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_049.jpg;0;0;0;0.8000489;113.7787;97.85517;0.02880418;32.16167;359.9751
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_099.jpg;0;0;0;0.7983009;113.8058;97.8722;0.03413399;32.16311;359.9815
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_148.jpg;0;0.1504812;0;0.80335;113.8464;97.89777;0.04189936;32.19513;359.9908
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_199.jpg;0;0.09731926;0;0.8037971;113.8734;97.9147;0.04149709;32.18363;-0.003220809
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_248.jpg;0;0;0;0.8020084;113.9145;97.94055;0.05764858;32.14793;0.005063014
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_300.jpg;0;0;0;0.8004379;113.9416;97.95759;0.06033187;32.14772;0.009835806
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_348.jpg;0;0.151359;0;0.8049487;113.9822;97.9831;0.0610793;32.17152;0.01624125
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_399.jpg;0;0.09886081;0;0.8034452;114.0097;98.00035;0.07006519;32.12896;0.02031013
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_448.jpg;0;0;0;0.8041921;114.0505;98.02602;0.07427387;32.13772;0.02499633
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_499.jpg;0;0;0;0.8023799;114.0777;98.04307;0.07353911;32.13739;0.02761053
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_548.jpg;0;0.09998959;0;0.7924998;114.1183;98.06856;0.06745197;32.13342;0.03076316
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_598.jpg;0;0.1517462;0;0.8036903;114.1457;98.08581;0.07413903;32.05131;0.03249737
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_649.jpg;0;0;0;0.7976918;114.1865;98.11135;0.07044109;32.08958;0.03274235
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_699.jpg;0;0;0;0.8023209;114.2137;98.12836;0.06601118;32.08971;0.03284134
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_749.jpg;0;0.05180267;0;0.8005697;114.254;98.15363;0.04796767;32.0899;0.03244573
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_799.jpg;0;0.1993277;0;0.8122038;114.2814;98.17084;0.05189922;32.1046;0.03182943
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_849.jpg;0;0.04812548;0;0.8070648;114.3217;98.19611;0.03259337;32.14155;0.03079683
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_898.jpg;-0.7752424;0;0;0.8053139;114.349;98.21314;0.03006172;32.12828;0.02842678
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_949.jpg;-3.008276;0;0;0.8021784;114.39;98.23801;0.02044634;32.01276;0.01047695
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_46_999.jpg;-3.774239;0;0;0.8001364;114.4174;98.25414;0.01062865;31.87359;359.9901
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_049.jpg;-1.532924;0;0;0.7975667;114.4583;98.27851;359.9927;31.72457;359.9687
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_100.jpg;-2.261182;0;0;0.7958803;114.4853;98.29482;359.9789;31.66568;359.9592
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_148.jpg;-4.490805;0;0;0.7928203;114.5261;98.3185;359.9554;31.46558;359.929
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_198.jpg;-3.748457;0;0;0.7906357;114.5533;98.33397;359.9384;31.29176;359.9044
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_249.jpg;-1.489612;0;0;0.7882987;114.5938;98.35759;359.9128;31.14329;359.8847
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_301.jpg;0;0.1520914;0;0.7773405;114.6205;98.37364;359.8972;31.0743;359.883
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_349.jpg;0;0.107471;0;0.7977673;114.6613;98.39825;359.8963;31.11322;359.8853
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_399.jpg;0;0;0;0.7898611;114.6884;98.41458;359.8932;31.14154;359.8882
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_449.jpg;0;0.1007291;0;0.7829431;114.7291;98.43921;359.8952;31.14862;359.8949
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_499.jpg;0;0.2500314;0;0.7865684;114.7563;98.45564;359.8979;31.14308;359.9003
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_549.jpg;0;0.1011368;0;0.8061291;114.7977;98.48065;359.9187;31.1623;359.9095
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_598.jpg;0;0;0;0.799278;114.8253;98.49733;359.9328;31.10916;359.9161
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_648.jpg;0;0.1003256;0;0.7924572;114.8664;98.52218;359.9472;31.09401;359.9261
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_699.jpg;0;0.2499945;0;0.8093759;114.8946;98.53917;359.9756;31.0765;359.9331
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_749.jpg;0;0.09973352;0;0.8083142;114.9362;98.56429;0.0001158748;31.04306;359.9435
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_798.jpg;0;0;0;0.8168467;114.9645;98.58131;0.02828087;30.99188;359.9503
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_849.jpg;0;0.05047724;0;0.8075454;115.0063;98.60638;0.04966061;30.98589;359.9594
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_899.jpg;0;0.1998388;0;0.8020697;115.0342;98.62312;0.06391104;30.98465;359.9654
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_949.jpg;0;0.1539873;0;0.8132405;115.0763;98.64845;0.09102326;30.9809;359.9743
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_47_999.jpg;0;0.003125127;0;0.8235257;115.1046;98.66539;0.109384;30.94761;359.9801
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_048.jpg;0;0;0;0.8166409;115.147;98.69083;0.1358986;30.95053;359.9879
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_099.jpg;0;0.1497427;0;0.8094178;115.1749;98.70753;0.139971;30.9515;359.9928
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_149.jpg;0;0.1040725;0;0.8231735;115.2178;98.73327;0.1727474;30.97511;-0.0003104148
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_199.jpg;0;0;0;0.8304682;115.2464;98.75042;0.1909396;30.97258;0.004144046
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_248.jpg;0;0;0;0.8192659;115.2886;98.77576;0.1963158;30.97456;0.01043298
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_299.jpg;0;0.05188154;0;0.8175257;115.3164;98.79245;0.1884839;30.97507;0.01421258
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_349.jpg;0;0.2018424;0;0.8208962;115.3585;98.81769;0.183481;30.97599;0.01921464
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_399.jpg;0;0.1501872;0;0.8304545;115.3872;98.83495;0.1972754;30.99317;0.02201921
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_449.jpg;0;0.00107244;0;0.8353974;115.4302;98.86072;0.2085982;31.03473;0.02525123
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_498.jpg;0;0;0;0.8253638;115.4584;98.87765;0.2015577;31.03459;0.02780226
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_548.jpg;0;0.1015383;0;0.8168011;115.5001;98.90274;0.1744979;31.03562;0.03111397
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_598.jpg;0;0.1511203;0;0.8269666;115.5284;98.91976;0.1682499;31.03703;0.03282096
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_649.jpg;0;0;0;0.8292533;115.571;98.94537;0.1602933;31.0126;0.03468531
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_698.jpg;0;0;0;0.8264275;115.5991;98.96227;0.1458722;31.01423;0.03513787
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_748.jpg;0;0.05005215;0;0.8237507;115.6408;98.98736;0.1130677;31.01466;0.03516273
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_798.jpg;0;0.2008826;0;0.8181316;115.6688;99.00416;0.09378966;31.01302;0.03478377
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_848.jpg;0;0.04824837;0;0.832906;115.7114;99.02981;0.08521307;31.02254;0.0336136
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_899.jpg;0;0;0;0.8248087;115.7395;99.04668;0.06882846;30.99831;0.032642
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_948.jpg;0;0;0;0.8251966;115.7816;99.07195;0.04319155;30.99815;0.03030689
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_48_999.jpg;0;0.1500008;0;0.8169828;115.8092;99.08857;0.01646882;30.99818;0.02850927
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_048.jpg;0;0.1007906;0;0.8346432;115.8522;99.11438;0.01712893;30.99935;0.02553565
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_098.jpg;0;0;0;0.8407152;115.8808;99.13158;0.01669248;30.9949;0.02340719
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_149.jpg;0;0;0;0.827305;115.9231;99.15697;-0.001006523;30.99519;0.02000647
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_198.jpg;0;0.04994972;0;0.825474;115.951;99.17374;359.9804;30.99509;0.01767761
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_249.jpg;0;0.2010844;0;0.8288871;115.9934;99.19919;359.9676;30.99514;0.01414961
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_298.jpg;0;0.05289458;0;0.8430586;116.0222;99.21653;359.9769;30.99519;0.0118107
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_348.jpg;-0.7696806;0;0;0.8289979;116.0651;99.24221;359.9777;30.98484;0.006646809
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_398.jpg;-3.001424;0;0;0.8273511;116.0936;99.25874;359.9695;30.91042;359.9934
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_448.jpg;-2.270031;0;0;0.8242207;116.1364;99.28305;359.9538;30.72932;359.9655
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_499.jpg;-0.02512073;0;0;0.8224998;116.1646;99.29955;359.942;30.68122;359.9579
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_548.jpg;-0.7440066;0;0;0.8197416;116.2066;99.32441;359.9228;30.66555;359.953
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_600.jpg;-2.995124;0;0;0.8178203;116.2348;99.34055;359.909;30.59282;359.9407
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_649.jpg;-2.252362;0;0;0.8146829;116.2771;99.3643;359.8874;30.41411;359.915
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_700.jpg;-0.01053985;0;0;0.8129556;116.305;99.38043;359.8731;30.36717;359.9093
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_749.jpg;0;0.09713181;0;0.8023092;116.3467;99.40491;359.8568;30.37616;359.9127
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_799.jpg;0;0.1488023;0;0.8145688;116.3744;99.42117;359.8458;30.38281;359.9152
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_849.jpg;0;0;0;0.8039742;116.4164;99.44581;359.8427;30.44561;359.9215
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_899.jpg;0;0;0;0.8135043;116.4445;99.46231;359.8455;30.4463;359.9266
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_949.jpg;0;0.09978883;0;0.8041815;116.4862;99.48684;359.8418;30.4451;359.935
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_49_998.jpg;0;0.2495274;0;0.8176178;116.5148;99.50367;359.8622;30.43579;359.9409
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_049.jpg;0;0.09791745;0;0.8237528;116.5577;99.52885;359.8919;30.36352;359.9494
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_098.jpg;0;0;0;0.8262229;116.5865;99.5457;359.9149;30.36585;359.9546
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_150.jpg;0;0;0;0.8185333;116.6292;99.57073;359.9382;30.36835;359.9627
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_198.jpg;0;0.1506338;0;0.811115;116.6573;99.5872;359.9436;30.36952;359.9681
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_250.jpg;0;0.1965509;0;0.8285123;116.701;99.61279;359.9911;30.37038;359.9763
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_300.jpg;0;0.04810088;0;0.8363179;116.7304;99.63;0.02823539;30.39794;359.9815
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_350.jpg;-0.7292107;0;0;0.8261068;116.7736;99.65526;0.05642726;30.38505;359.9879
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_399.jpg;-2.952104;0;0;0.8242507;116.8025;99.67161;0.06896834;30.31138;359.9822
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_448.jpg;-2.223861;0;0;0.8212459;116.8457;99.6956;0.07875367;30.13232;359.9653
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_500.jpg;0;0;0;0.8195669;116.8742;99.71187;0.08023211;30.08583;359.9644
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_548.jpg;-1.506481;0;0;0.816862;116.9166;99.73618;0.07528356;30.04534;359.9646
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_599.jpg;-3.712458;0;0;0.8149588;116.945;99.75185;0.06737745;29.94362;359.9538
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_649.jpg;-2.971755;0;0;0.811868;116.9876;99.77483;0.04955977;29.72321;359.9299
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_698.jpg;-0.668506;0.15355;0;0.8030326;117.0156;99.79038;0.03289619;29.66871;359.9246
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_748.jpg;0;0.1990737;0;0.8160688;117.0581;99.81451;0.0250571;29.64481;359.9294
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_799.jpg;0;0.05026419;0;0.8194728;117.0868;99.83085;0.03051911;29.53671;359.9334
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_849.jpg;0;0;0;0.8204935;117.1296;99.85512;0.03109621;29.51142;359.9379
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_899.jpg;0;0.1488863;0;0.8126893;117.1578;99.87106;0.02060473;29.50743;359.9412
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_949.jpg;0;0.1969309;0;0.829866;117.2016;99.89585;0.04532384;29.50721;359.9467
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_50_999.jpg;0;0.04431406;0;0.8331583;117.2308;99.91241;0.06197699;29.48831;359.9507
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_048.jpg;0;0;0;0.8279638;117.2742;99.93694;0.0701822;29.49137;359.9568
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_099.jpg;0;0.04792469;0;0.8261644;117.3028;99.95312;0.06655718;29.49167;359.961
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_148.jpg;0;0.1986599;0;0.8302703;117.3462;99.97765;0.07257243;29.49416;359.9676
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_198.jpg;0;0.147943;0;0.8426604;117.3757;99.99435;0.09178278;29.46054;359.9721
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_249.jpg;0;0;0;0.8290124;117.4192;100.0189;0.09583312;29.4371;359.9781
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_299.jpg;0;0;0;0.8338777;117.4483;100.0353;0.09933065;29.43975;359.9818
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_348.jpg;0;0;0;0.8311774;117.4917;100.0598;0.09663441;29.44008;359.9872
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_399.jpg;0;0.1468767;0;0.8239486;117.5202;100.0759;0.08353883;29.44056;359.9907
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_449.jpg;0;0.0953065;0;0.8421123;117.5641;100.1007;0.09266306;29.43912;-0.004333514
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_499.jpg;0;0;0;0.8330742;117.5932;100.1171;0.09046346;29.41374;-0.001230133
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_549.jpg;0;0;0;0.8330734;117.6366;100.1416;0.08299894;29.4141;0.002646041
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_598.jpg;0;0.0472712;0;0.831261;117.6652;100.1577;0.06958548;29.41434;0.005002296
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_649.jpg;0;0.1990983;0;0.8352889;117.7087;100.1822;0.0631675;29.41654;0.008183206
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_699.jpg;0;0.05068516;0;0.838758;117.7381;100.1988;0.06881712;29.38311;0.01014733
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_748.jpg;0;0;0;0.834867;117.7818;100.2234;0.06317231;29.36312;0.01200684
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_800.jpg;0;0;0;0.8331348;117.8107;100.2396;0.05341518;29.3625;0.01271622
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_849.jpg;0;0.152161;0;0.8262107;117.8537;100.2638;0.03175819;29.36245;0.01346934
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_899.jpg;0;0.1007394;0;0.8434756;117.883;100.2803;0.03375848;29.36176;0.01378111
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_948.jpg;0;0;0;0.8367897;117.9263;100.3047;0.01792865;29.35038;0.01387254
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_51_998.jpg;0;0;0;0.8346252;117.9553;100.321;0.01134626;29.35044;0.01369457
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_049.jpg;0;0.1522225;0;0.8279198;117.9985;100.3453;-0.004419157;29.35064;0.01321419
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_098.jpg;0;0.204863;0;0.8455769;118.028;100.3619;0.004275966;29.35101;0.01276826
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_149.jpg;0;0.05880168;0;0.850713;118.0725;100.3869;0.02044652;29.35175;0.01194111
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_198.jpg;0;0;0;0.8270572;118.1015;100.4032;0.01298265;29.34727;0.01129106
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_250.jpg;0;0.10199;0;0.8347429;118.1451;100.4277;0.007080099;29.34762;0.01014162
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_42_52_299.jpg;0;0.252294;0;0.8449151;118.175;100.4445;0.02370617;29.34816;0.009316601
